carat,cut,color,clarity,depth,table,x,y,z,price
1.54,Premium,J,VS1,61.2,58.0,7.45,7.37,4.54,8080
1.54,Premium,J,SI1,61.0,58.0,7.42,7.46,4.54,8010
0.33,Ideal,G,VVS1,60.7,57.0,4.45,4.48,2.71,847
0.52,Ideal,E,SI1,61.0,57.0,5.18,5.2,3.17,1551
1.21,Ideal,G,VS1,60.3,57.0,6.89,6.86,4.14,8246
1.5,Good,I,SI1,63.8,59.0,7.16,7.12,4.54,9092
0.38,Ideal,G,VVS1,61.9,57.0,4.66,4.69,2.89,1123
0.33,Ideal,G,VVS2,62.0,56.0,4.39,4.44,2.74,965
0.42,Premium,G,VS1,59.8,56.0,4.94,4.89,2.93,1008
0.32,Ideal,D,SI1,61.9,55.0,4.38,4.41,2.72,974
1.52,Ideal,J,VS2,61.7,56.0,7.42,7.34,4.56,9050
0.9,Ideal,G,SI2,61.5,56.0,6.19,6.23,3.81,3374
1.26,Premium,G,SI2,62.5,58.0,6.89,6.84,4.28,4672
0.83,Ideal,H,SI1,62.1,57.0,6.0,6.03,3.74,3863
0.75,Ideal,E,SI1,62.3,55.0,5.78,5.84,3.61,2676
0.5,Premium,E,VS2,62.0,59.0,5.13,5.1,3.17,1746
0.41,Ideal,G,VS1,61.7,55.0,4.8,4.76,2.95,961
0.9,Premium,G,VS2,61.9,60.0,6.1,6.16,3.8,4441
0.32,Premium,E,IF,62.1,58.0,4.37,4.39,2.72,957
0.35,Ideal,F,VVS1,62.7,54.0,4.5,4.52,2.83,988
0.92,Premium,E,SI2,59.3,58.0,6.42,6.46,3.82,4027
0.34,Ideal,I,VVS2,61.8,57.0,4.48,4.51,2.77,691
0.41,Very Good,F,VS1,61.4,55.0,4.78,4.82,2.95,863
0.91,Very Good,F,SI1,62.9,59.0,6.18,6.22,3.91,4939
1.07,Ideal,G,VS2,61.9,55.0,6.57,6.61,4.08,6442
0.3,Premium,E,VS2,61.7,61.0,4.31,4.28,2.65,844
1.01,Premium,E,SI1,61.5,60.0,6.44,6.39,3.94,5661
0.38,Ideal,F,VS2,62.2,54.0,4.66,4.63,2.89,913
0.54,Very Good,H,VS2,62.0,58.0,5.17,5.21,3.23,1415
1.01,Premium,G,SI1,62.1,58.0,6.42,6.38,3.98,4513
1.04,Ideal,G,VS2,61.1,57.0,6.55,6.52,3.99,6012
0.78,Good,F,SI2,63.3,56.0,5.86,5.89,3.74,2755
0.42,Ideal,G,VVS1,61.8,55.0,4.84,4.82,2.98,1235
1.25,Ideal,F,SI2,62.2,57.0,6.84,6.91,4.28,7056
0.91,Premium,H,SI2,62.0,61.0,6.19,6.22,3.85,3475
0.57,Ideal,G,VVS1,61.9,54.0,5.3,5.35,3.3,1923
0.54,Ideal,I,SI1,62.2,55.0,5.2,5.23,3.24,1175
0.53,Ideal,G,VS1,61.6,56.0,5.21,5.23,3.21,1576
2.0,Premium,I,SI2,62.5,61.0,8.03,8.0,5.03,15223
1.01,Good,F,SI2,60.3,58.0,6.52,6.49,3.91,4200
0.73,Ideal,E,VS2,61.6,57.0,5.79,5.81,3.57,3457
1.0,Very Good,G,SI1,63.3,58.0,6.36,6.39,4.03,4579
0.31,Ideal,F,VS2,61.8,57.0,4.37,4.36,2.7,802
0.33,Ideal,D,VS2,60.7,55.0,4.48,4.51,2.73,738
1.0,Premium,F,SI2,62.7,57.0,6.39,6.32,3.98,3864
0.72,Premium,G,SI2,62.1,59.0,5.75,5.69,3.56,2384
0.34,Ideal,I,VVS1,62.8,55.0,4.39,4.42,2.77,803
1.11,Ideal,H,VS2,61.2,57.0,6.68,6.73,4.09,5831
2.05,Ideal,I,SI2,62.3,57.0,8.24,8.2,5.11,13134
1.57,Premium,E,VS2,61.4,58.0,7.49,7.43,4.58,14319
0.39,Premium,E,SI2,60.1,60.0,4.82,4.78,2.88,919
0.23,Very Good,F,VVS1,61.9,58.0,3.89,3.93,2.43,530
1.71,Premium,F,SI1,61.9,59.0,7.73,7.62,4.75,14611
1.21,Very Good,H,SI2,60.7,61.0,6.95,6.91,4.21,5047
1.05,Ideal,F,VS1,62.0,57.0,6.5,6.53,4.04,7623
0.32,Premium,H,VVS1,61.9,58.0,4.42,4.38,2.72,936
0.41,Ideal,F,VS1,61.3,56.0,4.82,4.78,2.95,1096
0.3,Ideal,E,VVS2,62.8,55.0,4.32,4.29,2.7,741
0.32,Good,D,SI1,63.1,56.0,4.38,4.37,2.76,589
0.36,Ideal,I,VS2,61.8,56.0,4.56,4.58,2.83,523
0.51,Ideal,F,VS1,61.7,55.0,5.18,5.14,3.18,1740
0.55,Ideal,I,VS2,61.8,56.0,5.26,5.29,3.26,1421
0.32,Premium,H,VS2,62.5,58.0,4.35,4.37,2.72,505
0.4,Very Good,H,VS1,63.0,55.0,4.66,4.7,2.95,725
0.35,Premium,D,VS2,61.3,60.0,4.52,4.55,2.78,829
0.43,Premium,E,SI1,62.8,54.0,4.85,4.79,3.03,1015
0.4,Premium,D,VS1,61.8,59.0,4.73,4.7,2.91,1123
0.59,Ideal,E,VVS2,61.4,59.0,5.37,5.4,3.3,2514
1.53,Ideal,I,SI2,61.0,55.0,7.44,7.47,4.55,7858
0.9,Good,D,SI2,57.9,65.0,6.33,6.37,3.69,3209
1.03,Very Good,H,VS1,63.1,56.0,6.38,6.44,4.04,5645
1.55,Ideal,G,SI2,62.3,55.0,7.37,7.41,4.61,9450
0.7,Good,F,SI1,64.0,59.0,5.56,5.62,3.59,2436
1.07,Ideal,E,VS2,61.5,54.0,6.63,6.61,4.07,6814
1.0,Very Good,D,SI1,62.2,60.0,6.29,6.39,3.93,5226
1.2,Premium,H,SI1,62.4,59.0,6.78,6.71,4.21,6640
0.5,Ideal,G,VVS2,62.0,56.0,5.09,5.13,3.16,1935
0.74,Ideal,F,SI2,62.3,55.0,5.79,5.81,3.62,2365
1.01,Fair,I,SI2,65.8,56.0,6.28,6.22,4.09,3468
1.51,Premium,H,VS1,60.4,59.0,7.4,7.36,4.45,8593
0.71,Ideal,F,VS2,62.1,56.0,5.73,5.7,3.55,2940
0.4,Ideal,D,VS1,61.6,57.0,4.75,4.76,2.93,990
0.3,Premium,E,SI1,62.2,59.0,4.31,4.27,2.67,675
0.7,Ideal,H,VS1,62.4,54.0,5.7,5.73,3.56,2469
0.8,Ideal,H,SI1,62.1,54.0,6.02,6.01,3.73,2897
0.32,Ideal,F,VVS2,62.5,54.0,4.4,4.4,2.75,741
0.33,Ideal,G,VS1,61.0,57.0,4.46,4.5,2.74,671
1.51,Premium,G,SI1,60.1,59.0,7.49,7.4,4.49,11514
1.01,Very Good,D,VS2,60.9,59.0,6.39,6.42,3.91,7448
0.37,Ideal,E,VVS2,61.1,55.0,4.63,4.69,2.85,1053
0.4,Ideal,H,VVS2,60.7,56.0,4.8,4.78,2.91,1125
1.0,Good,E,VS2,57.3,64.0,6.47,6.42,3.72,6580
0.56,Ideal,I,VVS1,62.0,55.0,5.33,5.3,3.29,1583
0.41,Ideal,F,SI1,61.3,57.0,4.81,4.77,2.93,791
0.71,Premium,H,SI2,62.0,60.0,5.71,5.67,3.53,2024
2.03,Ideal,G,SI1,60.7,55.8,8.12,8.17,4.95,18757
0.41,Ideal,H,IF,61.7,58.0,4.8,4.78,2.96,869
0.3,Ideal,I,SI2,62.5,56.0,4.27,4.29,2.68,351
2.01,Premium,H,SI1,62.3,59.0,8.12,8.06,5.02,17760
1.51,Premium,E,SI1,61.8,61.0,7.33,7.31,4.53,12305
0.53,Ideal,G,SI1,61.2,55.0,5.23,5.25,3.21,1392
0.3,Premium,I,VS1,61.8,59.0,4.32,4.25,2.65,608
0.41,Ideal,D,VS1,61.7,57.0,4.73,4.79,2.93,1151
1.01,Ideal,G,SI2,61.8,57.0,6.47,6.43,3.97,4497
0.91,Very Good,E,SI1,61.1,59.0,6.25,6.22,3.81,4284
0.36,Ideal,D,SI1,61.4,55.0,4.59,4.63,2.83,780
1.07,Ideal,E,SI2,60.9,57.0,6.61,6.58,4.02,4916
0.7,Very Good,D,VS2,62.1,60.0,5.61,5.7,3.51,2773
0.74,Ideal,F,VS1,61.4,57.0,5.8,5.82,3.57,3462
1.03,Ideal,D,VVS2,61.8,56.0,6.52,6.49,4.01,11888
0.42,Ideal,E,VS2,60.0,57.0,4.89,4.85,2.93,1087
0.33,Premium,G,VVS1,61.9,58.0,4.48,4.45,2.76,1087
0.7,Premium,E,VS1,58.2,60.0,5.85,5.79,3.38,2901
1.07,Ideal,G,VS1,61.7,56.0,6.54,6.6,4.06,6915
0.52,Ideal,D,VS2,61.9,55.0,5.18,5.15,3.19,1813
0.58,Premium,D,VS2,61.9,59.0,5.32,5.3,3.28,2140
0.71,Very Good,F,VS1,62.4,59.0,5.66,5.69,3.55,2720
0.4,Ideal,D,VS1,62.1,56.0,4.7,4.75,2.93,1207
0.3,Ideal,H,SI1,61.6,55.0,4.28,4.3,2.65,554
0.72,Premium,H,SI1,62.3,59.0,5.76,5.68,3.56,2337
0.79,Premium,G,VS2,62.0,56.0,5.95,5.91,3.68,3282
0.5,Ideal,E,SI1,61.6,57.0,5.11,5.13,3.15,1410
0.3,Ideal,E,VS2,61.8,56.0,4.34,4.31,2.67,844
1.04,Ideal,G,VVS1,62.1,57.0,6.46,6.49,4.02,8889
2.04,Premium,H,SI2,60.4,59.0,8.29,8.24,4.98,16286
1.01,Premium,E,SI1,59.8,60.0,6.47,6.55,3.89,4821
0.42,Ideal,F,VVS2,61.6,57.0,4.81,4.83,2.97,1227
1.5,Ideal,G,VS2,60.8,57.0,7.39,7.35,4.48,12607
0.7,Premium,H,VS1,62.0,52.0,5.67,5.69,3.52,2551
2.0,Premium,J,VS2,62.1,58.0,8.03,7.94,4.93,13219
0.41,Very Good,E,VS2,58.9,59.0,4.79,4.84,2.86,794
0.56,Ideal,F,VS1,60.6,57.0,5.33,5.37,3.25,2041
1.04,Very Good,H,SI1,59.1,59.0,6.59,6.64,3.94,4414
1.01,Premium,G,SI2,58.2,61.0,6.52,6.48,3.81,4363
1.5,Very Good,G,VS1,63.1,59.0,7.24,7.21,4.57,13622
0.3,Ideal,H,SI1,61.5,55.0,4.33,4.37,2.68,499
0.9,Ideal,E,SI1,61.7,55.0,6.17,6.22,3.83,4385
0.41,Ideal,E,VS2,61.8,57.0,4.73,4.78,2.94,1076
